,title,summary,press,wdate,link
35,"“현금 쟁여놓은 버핏 속내가 궁금해”…버크셔, 올해 자사주 매입까지 중단",6개월새 주가 12% 떨어져도 매입 없어 버크셔 보유 현금 546조원 사상 최대치 투자자들 ‘미국 증시 고평가’ 신호로 해석 ‘투자의 ..,매일경제,2025-11-03 08:52:08,https://n.news.naver.com/mnews/article/009/0005583385
36,"한화시스템, 해외 기업도 찾는 K-방산 부품…목표가 11.7% 상향-iM",급증하는 글로벌 방산 수요로 국내 방산 반체계/부품 업체를 찾는 해외 방산기업이 늘면서 한화시스템 수주가 증가할 것이라는 전망이 나왔다..,머니투데이,2025-11-03 08:39:09,https://n.news.naver.com/mnews/article/008/0005272256
37,관세부담 덜어낸 현대차...증권가 “주가 20% 이상 상승여력” [오늘 나온 보고서],美 자동차 관세 25%→15% 4분기 팰리세이드 출시하며 미국 시장서 ‘골든 사이클’시작 증권사들이 현대자동차 목표 주가를 31만원에서..,매일경제,2025-11-03 08:38:08,https://n.news.naver.com/mnews/article/009/0005583377
38,"젠슨 황과 '깐부 회동'에 삼성전자·네이버, 프리마켓서 강세","삼성전자(005930)와 네이버(035420), 현대차(005380) 등 이른바 '깐부 회동' 수혜주가 넥스트레이드 프리마켓(오전 8시..",뉴스1,2025-11-03 08:38:02,https://n.news.naver.com/mnews/article/421/0008580543
39,이재용·젠슨황 치맥 회동…증권가 '삼성·엔비디아 AI동맹 가시화',15년 만에 한국을 방문한 인공지능(AI) 반도체 기업 엔비디아의 최고경영자(CEO) 젠슨 황이 이재용 삼성전자 회장과 치맥 회동을 통..,비즈워치,2025-11-03 08:36:08,https://n.news.naver.com/mnews/article/648/0000041353
40,"한국투자證 “풍산, 회복 가능한 어닝 쇼크… 목표가는 하향”",한국투자증권은 풍산에 대해 회복 가능한 어닝쇼크를 기록해 투자 포인트는 전혀 훼손되지 않았다고 3일 평했다. 그러면서 투자의견 ‘매수(..,조선비즈,2025-11-03 08:34:11,https://n.news.naver.com/mnews/article/366/0001119572
41,"LS증권 ""한화시스템 필리조선소 적자에도 목표가 8% 상향""[아침밥]",머니S 증권전문기자들이 매일 아침 쏟아지는 증권사 리포트 중에서 가장 알찬 리포트의 핵심을 요약해 제공하는 '아침밥'을 통해 든든하게 ..,머니S,2025-11-03 08:33:07,https://n.news.naver.com/mnews/article/417/0001110730
42,부동산 막히자 빨라진 ‘머니무브’…예금 빼서 증시로 [투자360],증시 사천피 불장에 자금 폭주 증시 대기자금 85조 ‘역대 최대’ 개인 매수세 확대 속 은행은 단기자금 이탈 지난달 12일 서울 시내의..,헤럴드경제,2025-11-03 08:30:11,https://n.news.naver.com/mnews/article/016/0002551397
43,"연준, 매파적 기조 확산 - [굿모닝 글로벌 이슈]","전일장 아마존의 호실적이 증시를 이끌며 반등했지만 연준 위원들의 매파적인 발언에 상승폭은 제한적이었습니다. 먼저, 지난 회의에서 ‘금리..",한국경제TV,2025-11-03 08:30:08,https://n.news.naver.com/mnews/article/215/0001229272
44,"국내외 불장에 정책 모멘텀까지…하나證 ""증권株, 더 달린다""[마켓시그널]","지난달 국내 증시의 일평균 거래대금이 2021년 1월 이후 최고치를 기록하고, 해외 주식 거래 규모마저 역대 최대치를 갈아치우면서 증권..",서울경제,2025-11-03 08:29:09,https://n.news.naver.com/mnews/article/011/0004551016
45,역사적 10월 후 '모멘텀 진공' 들어선 코스피…단기 변동성 확대 [오늘장 미리보기],코스피지수가 4100포인트를 돌파하며 역사에 남을 10월을 마무리 한 가운데 11월 시장은 '모멘텀 진공상태'에 진입할 것이란 전망이 ..,한국경제,2025-11-03 08:25:11,https://n.news.naver.com/mnews/article/015/0005205861
46,"iM證 “삼성물산, 원전·바이오·지배구조 개편 삼박자로 가치 성장 가속화”","iM증권은 3일 삼성물산에 대해 원전, 바이오, 지배구조 개편 등으로 가치 성장이 가속화될 것이라고 전망했다. 목표 주가는 기존 18만..",조선비즈,2025-11-03 08:23:08,https://n.news.naver.com/mnews/article/366/0001119570
47,"""필리조선소, 핵잠 건조 조선소로 확장…한화시스템 목표가↑""-NH",NH투자증권은 3일 한화시스템의 목표주가를 6만8500원에서 7만3000원으로 높였다. 필리조선소가 향후 핵잠수함 건조로 업그레이드돼 ..,한국경제,2025-11-03 08:19:11,https://n.news.naver.com/mnews/article/015/0005205859
48,"""역대급으로 돈 잘 굴렸다""…'1300조 덩치가 최강 전략' 국민연금, 깜짝 등판한 곳[기금·공제 대해부]①",편집자주연기금과 공제회가 자본시장의 핵심 플레이어로 자리매김한 지 오래다. 연기금과 공제회는 국민의 노후보장(연기금)과 회원들의 자산증..,아시아경제,2025-11-03 08:16:53,https://n.news.naver.com/mnews/article/277/0005673330
49,방산도 다 잘나가는 것 아니네…“풍산 목표가 19.3만→16만 ‘하향’”,NH투자증권은 3일 풍산의 3분기 실적이 가이던스를 하회했으며 수익성 전망도 낮아 목표주가를 19만3000원에서 16만원으로 낮춰 잡았..,디지털타임스,2025-11-03 08:13:53,https://n.news.naver.com/mnews/article/029/0002991024
50,달러 강세와 증시 조정…환율 1430원대 안착[외환브리핑],"원·달러 환율은 1430원대에서 안착을 시도할 것으로 전망된다. 글로벌 달러화 강세 압박이 재개하고, 고점 논란이 부상한 성장주 위험선..",이데일리,2025-11-03 08:13:09,https://n.news.naver.com/mnews/article/018/0006154351
51,"기아, 피지컬AI 본격화로 밸류 높아진다[클릭e종목]","3일 삼성증권은 기아에 대해 관세 불확실성 제거로 일본 경쟁사와 동등한 경쟁이 가능해졌고, 엔비디아와 협력으로 피지컬(Physical)..",아시아경제,2025-11-03 08:08:07,https://n.news.naver.com/mnews/article/277/0005673324
52,"트럼프 관세 운명, 美 대법으로…AMD·팔란티어 실적에 AI 낙관론도 시험대[글로벌마켓레이더]","美 대법, 보복성 관세 위헌 여부 구두심리 셧다운 장기화 속 경기 부담 확대 전망 AMD·팔란티어 실적 발표 [로이터] [헤럴드경제=문..",헤럴드경제,2025-11-03 08:07:08,https://n.news.naver.com/mnews/article/016/0002551384
53,"""버핏의 버크셔가 이럴리 없는데""…美주식 고평가 신호?[뉴스새벽배송]",‘투자의 귀재’ 워런 버핏 회장(사진)이 이끄는 버크셔 해서웨이(이하 버크셔)가 최근 주가 부진에도 불구하고 자사주를 전혀 매입하지 않..,이데일리,2025-11-03 08:05:13,https://n.news.naver.com/mnews/article/018/0006154343
54,'슈퍼위크' 소화한 코스피 상승세 이어갈까…실적 관건[마켓뷰],"지난주 말 4,100선 첫 돌파…뉴욕증시도 3대 지수 강세 마감 '조·방·원' 실적 주시…단기 고점 부담에 '숨 고르기' 가능성도 아시..",연합뉴스,2025-11-03 08:04:12,https://n.news.naver.com/mnews/article/001/0015719720
55,"신한 이수구, 누적 수익률 31%로 1위…효자 종목은 '두산'[스타워즈]",'2025 한경스타워즈 실전투자대회(하반기)' 6주차 신한투자증권의 이수구 대구금융센터 대리가 직전주에 이어 1위를 차지했다. 인공지능..,한국경제,2025-11-03 08:01:15,https://n.news.naver.com/mnews/article/015/0005205855
56,‘스팩 합병 상장’ 엔비알모션 “글로벌 베어링 선두 기업으로 도약”,“엔비알모션은 수십 년간 일본·독일 등 해외 수입에 의존해 온 베어링 부품 시장에서 자체 기술로 국산화를 이끌어온 기업입니다. 지금은 ..,이데일리,2025-11-03 08:01:09,https://n.news.naver.com/mnews/article/018/0006154337
57,"""이젠 우리 차례""…반도체·방산 중기, 'ABCD' 특례로 코스닥 간다",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-03 08:00:00,https://n.news.naver.com/mnews/article/008/0005272246
58,"""LG화학, 내년 실적개선·LG엔솔 지분활용 기대""[클릭 e종목]","iM증권은 3일 LG화학에 대해 ""내년 석유화학 업황 회복과 첨단소재 성장으로 실적 개선이 예상된다""며 투자의견 매수를 유지하고, 목표..",아시아경제,2025-11-03 07:59:24,https://n.news.naver.com/mnews/article/277/0005673317
59,"“필리조선소서 핵잠수함 건조”…한화시스템, 목표가 7%↑-NH",NH투자증권은 3일 한화시스템(272210)에 대해 필리조선소가 향후 핵잠수함 건조 가능 조선소로 성장할 것이라며 목표주가를 7만 30..,이데일리,2025-11-03 07:56:17,https://n.news.naver.com/mnews/article/018/0006154333
60,"""이젠 우리 차례""…반도체·방산 중기, 'ABCD' 특례로 코스닥 간다",내년이면 코스닥이 서른 살이 된다. 1996년 7월1일 미국 나스닥을 본떠 지수 1000을 기준으로 했지만 현재 출범 시점 지수에도 못..,머니투데이,2025-11-03 08:00:00,https://n.news.naver.com/mnews/article/008/0005272246
61,"""LG화학, 내년 실적개선·LG엔솔 지분활용 기대""[클릭 e종목]","iM증권은 3일 LG화학에 대해 ""내년 석유화학 업황 회복과 첨단소재 성장으로 실적 개선이 예상된다""며 투자의견 매수를 유지하고, 목표..",아시아경제,2025-11-03 07:59:24,https://n.news.naver.com/mnews/article/277/0005673317
62,"“필리조선소서 핵잠수함 건조”…한화시스템, 목표가 7%↑-NH",NH투자증권은 3일 한화시스템(272210)에 대해 필리조선소가 향후 핵잠수함 건조 가능 조선소로 성장할 것이라며 목표주가를 7만 30..,이데일리,2025-11-03 07:56:17,https://n.news.naver.com/mnews/article/018/0006154333
63,"""SK이노베이션, 美 ESS 진출 고무적이나 아쉬운 규모""[클릭 e종목]","iM증권은 3일 SK이노베이션의 목표주가를 14만8000원으로 상향했다. 다만, 국내 경쟁사들 대비 중장기 에너지저장장치(ESS) 설비..",아시아경제,2025-11-03 07:55:53,https://n.news.naver.com/mnews/article/277/0005673315
64,"LG전자, 1분기부터 반등 기대…목표가 16%↑-iM",iM증권은 LG전자(066570)에 대해 4분기 부진한 실적을 기록한 뒤 2026년 1분기부터는 성수기와 경영 효율화 효과가 반영될 것..,이데일리,2025-11-03 07:52:15,https://n.news.naver.com/mnews/article/018/0006154329
65,"LG화학, 실적 개선ㆍLGES 지분 활용 기대...목표주가 50만원↑-iM",iM증권은 3일 LG화학(051910)에 대해 목표주가를 37만원에서 50만원으로 상향하고 투자의견 매수를 유지했다. 전유진 iM증권 ..,이데일리,2025-11-03 07:49:08,https://n.news.naver.com/mnews/article/018/0006154327
66,"""삼성전자, 엔비디아와 AI 동맹…메모리 사업 시너지 기대""-","KB증권은 3일 삼성전자에 대해 ""엔비디아와의 세계 최대 인공지능(AI) 팩토리 구축 협력으로 메모리 사업의 시너지 효과가 기대된다""고..",한국경제,2025-11-03 07:46:16,https://n.news.naver.com/mnews/article/015/0005205849
67,5000피 향해 달리는 국장…외인들 '이 업종' 꽂혔다,"코스피 과열 부담에도 중장기적으로 우상향 기조를 유지하고, 이 가운데 주도 업종인 IT가 지수 상승을 견인할 것이라는 전망이 나왔다. ..",이데일리,2025-11-03 07:45:08,https://n.news.naver.com/mnews/article/018/0006154325
68,"""GPU 26만장 확보로 AI 언어모델 및 서비스 개발 탄력""-하나","하나증권은 3일 한국 정부와 기업이 엔비디아 그래픽카드(GPU) 26만장을 확보한 것과 관련해 ""주요 산업에서 인공지능(AI) 개발과 ..",한국경제,2025-11-03 07:43:10,https://n.news.naver.com/mnews/article/015/0005205848
69,"삼성전자·엔비디아 협력에…KB證, “삼성에스디에스, 신규 사업 기회”",KB증권은 3일 삼성에스디에스(삼성SDS)에 대해 삼성전자와 엔비디아가 구축하기로 한 인공지능(AI) 팩토리에 직접 관여된 실무 사업자..,조선비즈,2025-11-03 07:42:09,https://n.news.naver.com/mnews/article/366/0001119566
70,"""한 주에 280만원 간다""…'황제주 중의 황제' 파격 전망","한국투자증권은 3일 효성중공업(298040)에 대해 글로벌 전력기기 업체 중 가장 빠르게, 가장 많이 성장하는 기업이라며 목표주가를 2..",이데일리,2025-11-03 07:39:08,https://n.news.naver.com/mnews/article/018/0006154322
71,"기아, 4분기부터 반등 시작…목표가 11%↑-NH",NH투자증권은 기아(000270)에 대해 4분기부터 본격적인 신차 출시 사이클에 돌입해 반등이 기대된다고 분석했다. 투자의견 ‘매수(B..,이데일리,2025-11-03 07:37:08,https://n.news.naver.com/mnews/article/018/0006154321
72,"한투證 “효성중공업, 美 매출 계속 성장할 것 …목표가 55%↑”",한국투자증권은 3일 효성중공업에 대해 미국 매출 비중이 계속 성장할 것이라며 목표 주가를 높여 잡았다. 투자 의견 ‘매수(Buy)’를 ..,조선비즈,2025-11-03 07:25:07,https://n.news.naver.com/mnews/article/366/0001119564
73,"심팩 최진식 중견련 회장, 홍영표 전 의원 무슨 관계?[거버넌스워치]",산업용 프레스 및 합금철을 주력으로 하는 중견그룹 심팩(SIMPAC)의 2대(代) 세습 작업이 재개됐다. 중견기업연합회 회장인 사주(社..,비즈워치,2025-11-03 07:10:07,https://n.news.naver.com/mnews/article/648/0000041349
74,"""삼성전자, 더 오를 수 있다""…전문가 조언 들어보니 [인터뷰+]","'한국에 투자할 종목이 많다'는 게 최근 글로벌 투자업계 관계자들의 반응입니다."" 정성한 신한자산운용 주식투자운용본부장은 2일 한국경제..",한국경제,2025-11-03 07:01:12,https://n.news.naver.com/mnews/article/015/0005205840
75,"위츠, GS와 손잡는다…“3년 내 전기차 충전기 매출 1000억”","위츠, GS서 50억 투자 유치 미래 모빌리티 동맹 맺어 “GS차지비와 전기차 충전 협력 전기차 충전기 매출 1000억 목표” EV무선..",한국경제,2025-11-03 07:01:10,https://n.news.naver.com/mnews/article/015/0005205839
76,'드디어 관세 족쇄 풀었다'…'30만원 눈앞' 액셀 밟는 현대차 주가,현대차가 관세 우려 완화에 따라 주가 상승세가 이어지며 30만원 돌파를 눈앞에 뒀다. 3일 한국거래소에 따르면 현대차는 지난달 31일 ..,아시아경제,2025-11-03 06:55:00,https://n.news.naver.com/mnews/article/277/0005673293
77,"국민연금, ‘오천피’에 ‘사상 최고’ 美 증시 타고 고갈 걱정 털어내나…주식 비중 50% 시대 개막 [투자360]","‘안정’의 채권 줄이고 ‘수익’의 주식으로 1269조 ‘연금 고래’, 세계 시장으로 국내 증시 ‘과잉 영향력’ 해소 노후 자금 전략 대..",헤럴드경제,2025-11-03 06:48:09,https://n.news.naver.com/mnews/article/016/0002551356
78,버핏이 볼 때 지금 주식 시장은 너무 고평가?…올해 자사주 매입 ‘제로’·현금 보유 ‘사상 최고 [투자360],6개월새 주가 12% 떨어졌는데 매입 없어 현금은 546조원 ‘사상최고’ 워런 버핏 버크셔해서웨이 회장. [AP·게티이미지뱅크] [헤럴..,헤럴드경제,2025-11-03 06:42:09,https://n.news.naver.com/mnews/article/016/0002551352
79,"""삼성전자, 지금이라도 사? 말아?""…'포모 vs 트라우마' 갈팡질팡 개미들","삼성전자가 연일 사상 최고가를 경신하면서 개미투자자들은 ""지금이라도 사야 한다""는 '포모(FOMO·나만 돈 못 번다는 공포)'와 ""물리..",뉴스1,2025-11-03 06:40:00,https://n.news.naver.com/mnews/article/421/0008580413
80,“주식하고 비교하면 아직 저렴” 쉬었던 금값 다시 꿈틀 [줍줍 리포트],한동안 사상 최고가를 연일 경신하다가 하락 전환 후 잠시 주춤했던 금값이 다시 오를 조짐을 보이고 있다. 전문가들은 일시적인 기술적 조..,서울경제,2025-11-03 06:31:07,https://n.news.naver.com/mnews/article/011/0004550980
81,"""사천피 넘어 4100까지 갈줄이야""…혼돈의 개미들, 다시 증시 '기웃'",코스피가 '사천피' 달성 1주일도 안 돼 4100선까지 치솟았다. 중장기 상승세가 이어질 것이란 전망에 그간 증시를 관망하던 개인투자자..,뉴스1,2025-11-03 06:20:00,https://n.news.naver.com/mnews/article/421/0008580403
82,"'투자의 달인' 버핏 투자사, 중대 결정…'헉'",'오마하의 현인'으로 불리는 워런 버핏(95) 회장의 버크셔 해서웨이(이하 버크셔)가 최근 자사주를 전혀 매입하지 않은 것으로 확인됐다..,한국경제TV,2025-11-03 06:16:55,https://n.news.naver.com/mnews/article/215/0001229262
